"table","fieldName","description","dataType","units","downloadPkg","pubFormat","primaryKey","categoricalCodeName"
"geo_rapidHabitatAssessment","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"geo_rawSurveyData","uid","Unique ID within NEON database; an identifier for the record","string",NA,"expanded","asIs","N",""
"geo_rawSurveyData","domainID","Unique identifier of the NEON domain","string",NA,"expanded","asIs","N",""
"geo_rawSurveyData","siteID","NEON site code","string",NA,"expanded","asIs","N",""
"geo_rawSurveyData","namedLocation","Name of the measurement location in the NEON database","string",NA,"expanded","asIs","N",""
"geo_rawSurveyData","startDate","The start date-time or interval during which an event occurred","dateTime",NA,"expanded","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_rawSurveyData","surveyEndDate","The date-time indicating the end of all surveying activities","dateTime",NA,"expanded","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_rawSurveyData","eventID","An identifier for the set of information associated with the event, which includes information about the place and time of the event","string",NA,"expanded","asIs","Y",""
"geo_rawSurveyData","surveyPointID","Unique identifier for each mapped point collected during the survey","string",NA,"expanded","asIs","Y",""
"geo_rawSurveyData","relativeEasting","Coordinate specifying the east-west position of the mapped point measured eastward from the origin of the starting location of the survey","real","meter","expanded","*.######(round)","N",""
"geo_rawSurveyData","relativeNorthing","Coordinate specifying the north-south position of the mapped point measured northward from the origin of the starting location of the survey","real","meter","expanded","*.######(round)","N",""
"geo_rawSurveyData","relativeHeight","The vertical height of the mapped point measured relative to vertical height assigned to the permanent benchmarks","real","meter","expanded","*.######(round)","N",""
"geo_rawSurveyData","relativeHorizontalAngle","The horizontal angle of the mapped point measured relative to the origin of the permanent benchmarks","real","radian","expanded","*.######(round)","N",""
"geo_rawSurveyData","relativeVerticalAngle","The vertical angle of the mapped point measured relative to the origin of the permanent benchmarks","real","radian","expanded","*.######(round)","N",""
"geo_rawSurveyData","relativeHorizontalDistance","The horizontal distance between the head unit of the total station and the mapped point","real","meter","expanded","*.######(round)","N",""
"geo_rawSurveyData","heightOfRod","The height of the survey rod used to measure the mapped point","real","meter","expanded","*.###(round)","N",""
"geo_rawSurveyData","atmosphericCorrection","A value entered into the total station settings to correct for the effects of the Earth's atmosphere","real","partsPerMillion","expanded","*.###(round)","N",""
"geo_rawSurveyData","processedSurveyVersion","The version of the post-processing method that can be linked to the specific survey data package stored in the cloud","string",NA,"expanded","LOV","N","geo.processedSurveyVersion"
"geo_rawSurveyData","remarks","Technician notes; free text comments accompanying the record","string",NA,"expanded","asIs","N",""
"geo_rawSurveyData","dataQF","Data quality flag","string",NA,"expanded","asIs","N",""
"geo_surveyPoints","uid","Unique ID within NEON database; an identifier for the record","string",NA,"expanded","asIs","N",""
"geo_surveyPoints","domainID","Unique identifier of the NEON domain","string",NA,"expanded","asIs","N",""
"geo_surveyPoints","siteID","NEON site code","string",NA,"expanded","asIs","N",""
"geo_surveyPoints","namedLocation","Name of the measurement location in the NEON database","string",NA,"expanded","asIs","N",""
"geo_surveyPoints","startDate","The start date-time or interval during which an event occurred","dateTime",NA,"expanded","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_surveyPoints","surveyEndDate","The date-time indicating the end of all surveying activities","dateTime",NA,"expanded","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_surveyPoints","eventID","An identifier for the set of information associated with the event, which includes information about the place and time of the event","string",NA,"expanded","asIs","Y",""
"geo_surveyPoints","surveyPointID","Unique identifier for each mapped point collected during the survey","string",NA,"expanded","asIs","Y",""
"geo_surveyPoints","relativeEasting","Coordinate specifying the east-west position of the mapped point measured eastward from the origin of the starting location of the survey","real","meter","expanded","*.######(round)","N",""
"geo_surveyPoints","relativeNorthing","Coordinate specifying the north-south position of the mapped point measured northward from the origin of the starting location of the survey","real","meter","expanded","*.######(round)","N",""
"geo_surveyPoints","relativeHeight","The vertical height of the mapped point measured relative to vertical height assigned to the permanent benchmarks","real","meter","expanded","*.######(round)","N",""
"geo_surveyPoints","mapCode","A general classification code used to categorize mapped points collected during the survey","string",NA,"expanded","LOV","Y","geo.mapCode"
"geo_surveyPoints","processedSurveyVersion","The version of the post-processing method that can be linked to the specific survey data package stored in the cloud","string",NA,"expanded","LOV","N","geo.processedSurveyVersion"
"geo_surveyPoints","remarks","Technician notes; free text comments accompanying the record","string",NA,"expanded","asIs","N",""
"geo_surveyPoints","dataQF","Data quality flag","string",NA,"expanded","asIs","N",""
"geo_surveySummary","uid","Unique ID within NEON database; an identifier for the record","string",NA,"basic","asIs","N",""
"geo_surveySummary","domainID","Unique identifier of the NEON domain","string",NA,"basic","asIs","N",""
"geo_surveySummary","siteID","NEON site code","string",NA,"basic","asIs","N",""
"geo_surveySummary","namedLocation","Name of the measurement location in the NEON database","string",NA,"basic","asIs","N",""
"geo_surveySummary","startDate","The start date-time or interval during which an event occurred","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_surveySummary","surveyEndDate","The date-time indicating the end of all surveying activities","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_surveySummary","samplingImpractical","Samples and/or measurements were not collected due to the indicated circumstance","string",NA,"basic","LOV","N","samplingImpractical"
"geo_surveySummary","eventID","An identifier for the set of information associated with the event, which includes information about the place and time of the event","string",NA,"basic","asIs","Y",""
"geo_surveySummary","surveyBoutTypeID","Identifier for the type of survey performed","string",NA,"basic","LOV","N","geo.protocolActivity"
"geo_surveySummary","meanBankfullWidth","The average bankfull width of all channel cross-sections mapped during the survey","real","meter","basic","*.##(round)","N",""
"geo_surveySummary","S1habitatID","Unique identifier for habitat type of sensor set 1 mapped during the survey","string",NA,"basic","asIs","N",""
"geo_surveySummary","S2habitatID","Unique identifier for habitat type of sensor set 2 mapped during the survey","string",NA,"basic","asIs","N",""
"geo_surveySummary","sensorSetLength","The distance along the mapped thalweg between sensor set 1 and sensor set 2","real","meter","basic","*.##(round)","N",""
"geo_surveySummary","sensorSetSlope","The slope of the thalweg between sensor set 1 and sensor set 2","real","percent","basic","*.##(round)","N",""
"geo_surveySummary","sensorSetElevDiff","The difference in thalweg elevation between sensor set 1 and sensor set 2","real","meter","basic","*.##(round)","N",""
"geo_surveySummary","thalwegLength","The total thalweg length mapped during the survey","real","meter","basic","*.##(round)","N",""
"geo_surveySummary","thalwegSlope","The slope of the thalweg length mapped during the survey","real","percent","basic","*.##(round)","N",""
"geo_surveySummary","channelSinuosityIndex","The total thalweg length divided by the length of the line that comprises the shortest distance between the most upstream and downstream mapped points","real",NA,"basic","*.##(round)","N",""
"geo_surveySummary","percentDry","The percentage of thalweg length that contained a dry channel","real","percent","basic","*.##(round)","N",""
"geo_surveySummary","percentComplete","The percentage of the total NEON monitoring reach mapped during the survey","real","percent","basic","*.##(round)","N",""
"geo_surveySummary","percentSubterranean","The percentage of the survey in which sub-surface flow was mapped","real","percent","basic","*.##(round)","N",""
"geo_surveySummary","totalTransformationError","A root mean square error, calculated based on residual errors, to indicate the general suitability of the derived geospatial transformation","real",NA,"basic","*.##(round)","N",""
"geo_surveySummary","samplingProtocolVersion","The NEON document number and version where detailed information regarding the sampling method used is available; format NEON.DOC.######vX","string",NA,"basic","LOV","N","geo.samplingProtocolVersion"
"geo_surveySummary","sopVersion","Version of the SOP used to create the final data","string",NA,"basic","asIs","N",""
"geo_surveySummary","dataFileName","Name of file or folder containing data, including file extension","string",NA,"basic","asIs","N",""
"geo_surveySummary","dataFilePath","The system path identifying the data file location","uri",NA,"basic","asIs","N",""
"geo_surveySummary","rawDataFileName","Name of file or folder containing raw data, including file extension","string",NA,"basic","asIs","N",""
"geo_surveySummary","rawDataFilePath","The system path identifying the raw data file location","uri",NA,"basic","asIs","N",""
"geo_surveySummary","remarks","Technician notes; free text comments accompanying the record","string",NA,"basic","asIs","N",""
"geo_surveySummary","processedSurveyVersion","The version of the post-processing method that can be linked to the specific survey data package stored in the cloud","string",NA,"basic","LOV","N","geo.processedSurveyVersion"
"geo_surveySummary","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"geo_surveySummary","publicationDate","Date of data publication on the NEON data portal","dateTime",NA,"appended by stackByTable",NA,"N",""
"geo_surveySummary","release","Identifier for data release","string",NA,"appended by stackByTable",NA,"N",""
"geo_thalwegByHabitatID","uid","Unique ID within NEON database; an identifier for the record","string",NA,"basic","asIs","N",""
"geo_thalwegByHabitatID","domainID","Unique identifier of the NEON domain","string",NA,"basic","asIs","N",""
"geo_thalwegByHabitatID","siteID","NEON site code","string",NA,"basic","asIs","N",""
